transaction_id,account_id,transaction_date,transaction_type,amount,description
505,1723,2025-03-17,Deposit,33550.42,ATM
506,1958,2024-01-14,Deposit,89886.94,IMPS
507,323,2024-07-18,Withdrawal,92649.05,NEFT
508,773,2024-09-18,Withdrawal,4791.65,POS
509,1175,2024-01-21,Withdrawal,2021.34,Online Transfer
510,609,2025-03-28,Withdrawal,45013.08,IMPS
511,1174,2023-03-12,Withdrawal,62692.32,Cash Deposit
512,1576,2024-05-16,Deposit,46385.63,Online Transfer
513,1371,2024-11-28,Withdrawal,70872.8,IMPS
514,1372,2023-12-26,Deposit,4779.27,Online Transfer
515,816,2024-07-13,Withdrawal,68667.9,POS
516,248,2024-07-11,Deposit,55565.06,POS
517,1871,2023-07-04,Deposit,21738.15,Online Transfer
518,603,2024-02-24,Deposit,80772.53,Cash Deposit
519,1201,2023-02-02,Withdrawal,53313.8,Cash Deposit
520,1189,2023-10-04,Withdrawal,73947.24,IMPS
521,1126,2024-03-25,Withdrawal,74658.68,IMPS
522,797,2023-06-11,Deposit,58918.53,POS
523,1434,2023-01-10,Withdrawal,26651.49,ATM
524,651,2024-10-12,Deposit,16443.75,ATM
525,461,2025-02-10,Deposit,47365.35,Online Transfer
526,213,2023-09-08,Withdrawal,22638.26,NEFT
527,1467,2023-10-08,Withdrawal,17846.22,POS
528,687,2025-03-31,Deposit,95922.85,NEFT
529,1778,2024-01-31,Deposit,17405.05,ATM
530,1570,2024-04-19,Deposit,1722.83,Cash Deposit
531,178,2023-10-11,Withdrawal,31309.62,POS
532,1195,2023-07-24,Withdrawal,63971.95,UPI
533,1816,2023-10-23,Withdrawal,63369.98,Online Transfer
534,203,2024-05-26,Deposit,14173.54,IMPS
535,557,2024-09-26,Withdrawal,59933.63,UPI
536,1698,2023-05-12,Deposit,79086.09,IMPS
537,801,2024-05-23,Deposit,22893.2,IMPS
538,1280,2023-07-04,Deposit,1464.11,Online Transfer
539,1019,2024-03-06,Withdrawal,17112.15,Cash Deposit
540,598,2025-01-11,Withdrawal,82059.58,Online Transfer
541,423,2025-04-05,Deposit,47941.11,NEFT
542,1113,2023-05-31,Deposit,836.09,UPI
543,676,2023-08-08,Deposit,90378.83,Cash Deposit
544,446,2025-04-03,Deposit,29245.5,IMPS
545,1408,2023-04-06,Deposit,58761.15,NEFT
546,847,2024-03-30,Deposit,3446.76,Cash Deposit
547,288,2024-07-01,Deposit,21437.89,POS
548,678,2023-08-30,Deposit,73374.01,NEFT
549,256,2025-06-19,Withdrawal,16360.83,Online Transfer
550,1545,2023-06-30,Withdrawal,55361.78,POS
551,1403,2024-05-17,Withdrawal,41720.59,UPI
552,1952,2024-04-07,Withdrawal,21651.98,Cash Deposit
553,1800,2024-08-02,Withdrawal,89825.95,IMPS
554,1202,2024-01-07,Deposit,77556.61,Cash Deposit
555,1659,2023-04-28,Deposit,12244.44,UPI
556,210,2023-09-12,Deposit,91835.55,POS
557,879,2024-12-25,Withdrawal,46001.88,UPI
558,973,2024-12-25,Withdrawal,45133.33,UPI
559,1348,2024-04-08,Deposit,12109.63,NEFT
560,266,2024-11-10,Withdrawal,23548.99,UPI
561,1787,2025-04-24,Deposit,43236.29,Cash Deposit
562,1369,2024-06-28,Deposit,7111.54,POS
563,992,2024-04-06,Deposit,48960.65,POS
564,1108,2024-10-10,Deposit,65975.99,NEFT
565,21,2025-03-19,Deposit,12439.58,ATM
566,8,2023-01-11,Withdrawal,49623.49,IMPS
567,239,2023-07-07,Deposit,92081.29,Online Transfer
568,1047,2024-06-09,Deposit,29048.77,Online Transfer
569,335,2023-01-11,Withdrawal,66089.03,UPI
570,289,2024-05-03,Withdrawal,20693.24,NEFT
571,415,2025-01-09,Deposit,40988.82,Cash Deposit
572,1065,2024-10-24,Withdrawal,25330.84,NEFT
573,105,2024-07-12,Withdrawal,26352.68,NEFT
574,464,2025-02-07,Withdrawal,30391.7,NEFT
575,503,2023-11-28,Withdrawal,15350.35,UPI
576,419,2024-04-18,Withdrawal,72655.73,Cash Deposit
577,1306,2023-08-31,Withdrawal,182.92,UPI
578,1049,2024-06-19,Deposit,8297.8,POS
579,4,2025-04-28,Deposit,78397.86,POS
580,648,2023-07-21,Deposit,34034.72,POS
581,1161,2024-05-23,Deposit,82336.96,Online Transfer
582,416,2025-02-27,Deposit,16264.77,Online Transfer
583,1398,2024-01-19,Deposit,15688.18,IMPS
584,1572,2024-04-05,Deposit,45574.54,UPI
585,1772,2025-05-20,Deposit,85220.38,Online Transfer
586,641,2024-01-16,Deposit,29767.3,Online Transfer
587,1809,2024-06-25,Withdrawal,28147.94,IMPS
588,806,2024-01-26,Withdrawal,91169.38,Online Transfer
589,1090,2023-07-22,Deposit,89592.8,UPI
590,1045,2025-03-13,Withdrawal,63376.84,POS
591,203,2024-04-26,Withdrawal,91458.33,Cash Deposit
592,1176,2024-01-18,Withdrawal,65730.71,Cash Deposit
593,1476,2023-11-16,Withdrawal,11301.78,ATM
594,739,2024-06-26,Deposit,91657.65,Online Transfer
595,1677,2023-12-30,Deposit,48143.11,POS
596,942,2024-06-14,Withdrawal,23010.14,Cash Deposit
597,1189,2023-02-25,Withdrawal,15221.83,IMPS
598,1854,2024-01-27,Deposit,38532.93,ATM
599,1338,2024-08-06,Deposit,58166.45,Online Transfer
600,1230,2024-02-18,Withdrawal,52621.27,IMPS
601,1517,2023-11-01,Withdrawal,54601.86,Online Transfer
602,137,2023-05-31,Withdrawal,23033.65,Online Transfer
603,1607,2025-03-31,Deposit,74731.55,POS
604,631,2024-10-23,Withdrawal,75049.76,Cash Deposit
605,1016,2023-01-03,Deposit,2016.18,POS
606,1942,2023-12-30,Withdrawal,16299.57,Cash Deposit
607,785,2025-04-25,Withdrawal,32003.49,Cash Deposit
608,1464,2024-03-24,Deposit,80478.72,IMPS
609,1014,2025-01-29,Withdrawal,48190.77,NEFT
610,1689,2024-10-27,Withdrawal,73752.76,ATM
611,1394,2023-08-02,Deposit,23436.69,IMPS
612,12,2023-03-23,Deposit,31805.15,Online Transfer
613,227,2024-09-04,Deposit,36874.42,Online Transfer
614,1143,2023-11-06,Deposit,49210.52,Online Transfer
615,1515,2024-08-01,Deposit,32412.37,Cash Deposit
616,745,2024-02-04,Withdrawal,37424.58,NEFT
617,1646,2023-11-06,Deposit,99341.89,NEFT
618,768,2024-03-13,Withdrawal,80702.52,UPI
619,684,2025-04-14,Withdrawal,95425.94,UPI
620,1635,2023-03-11,Withdrawal,69971.17,IMPS
621,873,2024-12-11,Withdrawal,16048.71,UPI
622,174,2023-10-17,Deposit,16269.3,Online Transfer
623,1616,2023-01-11,Withdrawal,78383.1,IMPS
624,628,2024-08-03,Withdrawal,38779.7,Online Transfer
625,420,2023-09-03,Withdrawal,66231.54,POS
626,566,2023-07-21,Withdrawal,3327.79,UPI
627,28,2024-03-02,Deposit,79679.56,IMPS
628,895,2024-06-01,Withdrawal,84034.99,Online Transfer
629,188,2024-08-07,Withdrawal,10582.68,Online Transfer
630,878,2023-02-19,Deposit,8041.67,UPI
631,1936,2024-04-18,Deposit,97951.8,ATM
632,287,2025-03-05,Deposit,5701.38,NEFT
633,826,2023-03-02,Deposit,51150.48,POS
634,411,2024-06-01,Deposit,33851.71,UPI
635,812,2024-12-30,Withdrawal,56422.28,ATM
636,1671,2024-08-26,Deposit,32963.32,POS
637,1674,2023-06-10,Withdrawal,66074.62,Online Transfer
638,23,2024-01-20,Deposit,4128.84,ATM
639,195,2024-01-07,Deposit,94384.69,NEFT
640,1090,2023-08-13,Withdrawal,59800.7,Cash Deposit
641,884,2025-04-06,Deposit,96758.71,POS
642,1607,2024-12-26,Deposit,36236.22,NEFT
643,1373,2024-11-29,Deposit,55616.07,UPI
644,942,2025-06-08,Deposit,30751.65,Online Transfer
645,1277,2023-01-20,Withdrawal,18887.29,UPI
646,492,2023-11-22,Withdrawal,61090.11,ATM
647,32,2023-08-04,Deposit,14151.18,UPI
648,600,2023-02-16,Deposit,81766.84,Online Transfer
649,764,2024-06-17,Withdrawal,46137.77,Online Transfer
650,1530,2024-01-19,Withdrawal,76076.15,NEFT
651,1518,2023-06-22,Withdrawal,63452.0,UPI
652,94,2025-02-12,Deposit,77027.52,UPI
653,1398,2023-10-04,Withdrawal,7430.32,ATM
654,1378,2025-01-04,Deposit,23631.38,UPI
655,1406,2024-03-28,Withdrawal,10696.07,Cash Deposit
656,111,2023-08-21,Withdrawal,20721.52,IMPS
657,1100,2025-05-11,Withdrawal,13863.68,POS
658,1747,2023-05-03,Withdrawal,69790.32,POS
659,518,2025-06-01,Deposit,98403.36,Cash Deposit
660,694,2025-05-26,Deposit,91626.37,Online Transfer
661,292,2024-02-04,Deposit,57247.16,POS
662,1741,2024-05-14,Withdrawal,84203.29,IMPS
663,288,2025-01-21,Withdrawal,8376.26,ATM
664,265,2024-04-02,Deposit,62094.42,Cash Deposit
665,1093,2024-07-18,Withdrawal,12712.76,ATM
666,1310,2023-05-17,Withdrawal,10576.14,POS
667,425,2023-07-16,Withdrawal,54787.87,NEFT
668,500,2024-10-10,Deposit,14046.99,ATM
669,1545,2023-02-15,Withdrawal,40624.12,UPI
670,1535,2023-12-27,Withdrawal,68920.03,POS
671,248,2024-03-26,Withdrawal,71908.91,Online Transfer
672,983,2023-09-11,Withdrawal,67550.05,UPI
673,1134,2024-12-22,Withdrawal,33631.99,Cash Deposit
674,1665,2023-09-19,Deposit,60832.46,Cash Deposit
675,775,2023-10-23,Withdrawal,28267.76,Cash Deposit
676,95,2024-02-21,Deposit,98246.35,ATM
677,836,2024-03-20,Deposit,19195.38,NEFT
678,1058,2023-02-06,Deposit,64162.46,Cash Deposit
679,1838,2023-07-27,Withdrawal,52452.3,Online Transfer
680,1426,2023-12-05,Deposit,18123.89,NEFT
681,1571,2025-03-03,Deposit,64328.91,Online Transfer
682,136,2023-10-29,Withdrawal,25414.51,ATM
683,1455,2025-06-08,Deposit,12134.24,NEFT
684,897,2025-02-25,Withdrawal,62886.79,NEFT
685,437,2024-01-13,Deposit,31405.69,IMPS
686,840,2023-03-12,Deposit,5690.74,IMPS
687,120,2023-06-21,Withdrawal,39085.0,IMPS
688,1881,2024-04-09,Withdrawal,79043.1,ATM
689,1408,2025-04-21,Withdrawal,56666.23,IMPS
690,1743,2025-05-06,Deposit,13944.76,POS
691,763,2023-08-22,Deposit,72827.37,Cash Deposit
692,308,2025-05-31,Deposit,7813.2,Online Transfer
693,24,2024-03-03,Withdrawal,98974.69,NEFT
694,1419,2024-10-22,Withdrawal,9116.25,UPI
695,1225,2023-07-08,Withdrawal,58062.72,NEFT
696,1731,2025-04-26,Deposit,13842.92,UPI
697,1092,2023-08-31,Deposit,73720.96,POS
698,494,2023-02-17,Deposit,10255.93,ATM
699,1699,2024-10-24,Deposit,4798.2,IMPS
700,1487,2025-06-03,Withdrawal,89617.94,NEFT
701,628,2023-02-22,Withdrawal,85670.37,POS
702,979,2023-10-07,Withdrawal,53436.17,ATM
703,760,2023-09-26,Deposit,4567.37,UPI
704,1104,2023-06-28,Withdrawal,22556.74,NEFT
705,796,2024-11-10,Deposit,74884.92,NEFT
706,1756,2023-11-20,Deposit,45597.25,NEFT
707,1414,2023-05-13,Deposit,78261.82,Cash Deposit
708,983,2024-05-31,Deposit,66613.62,Cash Deposit
709,1964,2024-12-07,Withdrawal,52138.81,NEFT
710,1259,2023-08-05,Deposit,31532.23,POS
711,756,2023-06-07,Withdrawal,80710.29,IMPS
712,1738,2023-06-07,Deposit,28711.83,Online Transfer
713,1256,2023-03-12,Deposit,21395.72,IMPS
714,689,2024-06-18,Withdrawal,15372.29,Online Transfer
715,1800,2023-08-07,Withdrawal,26891.71,Online Transfer
716,1384,2024-10-12,Deposit,12432.41,ATM
717,1373,2025-04-17,Withdrawal,16613.16,POS
718,1972,2024-04-18,Deposit,5506.75,POS
719,1063,2023-06-22,Withdrawal,13151.14,NEFT
720,529,2024-02-19,Withdrawal,1776.45,POS
721,1920,2025-03-05,Withdrawal,13068.53,ATM
722,380,2023-07-06,Withdrawal,32656.88,ATM
723,1831,2024-08-28,Withdrawal,27457.96,ATM
724,197,2024-12-08,Withdrawal,72732.04,IMPS
725,438,2024-03-18,Deposit,26582.65,ATM
726,1985,2023-02-10,Withdrawal,43839.65,Cash Deposit
727,1743,2023-12-25,Withdrawal,58431.0,IMPS
728,1977,2024-10-18,Deposit,18058.33,POS
729,491,2024-05-31,Deposit,68781.64,IMPS
730,1385,2025-05-13,Deposit,22537.49,Online Transfer
731,1303,2025-01-16,Withdrawal,94182.75,NEFT
732,1961,2024-05-22,Withdrawal,58907.58,ATM
733,1633,2023-03-05,Deposit,68742.32,Online Transfer
734,953,2023-03-02,Withdrawal,5316.22,POS
735,1076,2025-04-29,Withdrawal,25200.58,Online Transfer
736,74,2025-01-27,Deposit,23312.11,UPI
737,1867,2025-03-07,Deposit,58514.5,POS
738,259,2024-01-16,Withdrawal,25393.82,IMPS
739,989,2024-04-03,Withdrawal,7971.69,Cash Deposit
740,659,2023-07-28,Withdrawal,61566.51,Online Transfer
741,1102,2025-04-09,Deposit,66996.42,UPI
742,32,2024-04-30,Deposit,18172.93,IMPS
743,476,2023-12-26,Deposit,22812.82,ATM
744,1056,2023-12-26,Withdrawal,64164.57,Online Transfer
745,56,2024-09-10,Deposit,23580.88,NEFT
746,1420,2024-06-12,Withdrawal,6446.86,Cash Deposit
747,1562,2024-06-30,Deposit,35127.23,Cash Deposit
748,498,2023-04-13,Deposit,38261.22,UPI
749,348,2023-07-28,Withdrawal,5010.82,Cash Deposit
750,1538,2023-06-16,Withdrawal,49979.52,ATM
751,1120,2024-08-22,Withdrawal,65631.65,Online Transfer
752,933,2024-03-03,Deposit,58052.62,POS
753,590,2024-06-10,Deposit,55127.53,NEFT
754,417,2024-11-17,Deposit,88233.03,IMPS
755,868,2024-11-02,Withdrawal,43166.14,UPI
756,1968,2024-06-08,Deposit,65444.91,IMPS
757,1986,2025-05-11,Withdrawal,1434.03,NEFT
758,416,2023-12-02,Withdrawal,24236.55,Online Transfer
759,1172,2024-12-02,Withdrawal,70694.89,Online Transfer
760,1819,2025-04-01,Deposit,28328.98,Cash Deposit
761,142,2024-08-12,Withdrawal,42185.8,NEFT
762,1007,2025-06-05,Withdrawal,30516.06,Online Transfer
763,401,2024-02-19,Deposit,61190.16,POS
764,1372,2024-11-28,Deposit,94987.53,NEFT
765,992,2024-05-17,Deposit,61910.24,ATM
766,1945,2024-07-29,Withdrawal,40994.39,UPI
767,157,2024-11-02,Withdrawal,28122.81,NEFT
768,964,2024-10-08,Deposit,61718.8,ATM
769,47,2023-08-29,Withdrawal,63252.59,POS
770,533,2025-01-10,Withdrawal,36051.14,Online Transfer
771,123,2024-10-27,Deposit,40416.16,Online Transfer
772,294,2024-08-04,Deposit,93448.89,NEFT
773,999,2025-02-18,Withdrawal,12361.3,NEFT
774,670,2023-10-15,Withdrawal,3997.07,ATM
775,1961,2024-03-28,Withdrawal,95086.54,ATM
776,1454,2024-07-05,Deposit,49385.88,IMPS
777,1825,2024-01-01,Withdrawal,95664.43,UPI
778,374,2025-06-10,Withdrawal,20382.11,NEFT
779,711,2025-02-07,Withdrawal,33785.77,ATM
780,1260,2023-09-12,Withdrawal,90539.22,POS
781,265,2025-03-21,Deposit,22822.74,IMPS
782,1565,2024-09-24,Deposit,55424.92,UPI
783,511,2023-04-24,Deposit,64328.87,UPI
784,878,2024-02-07,Withdrawal,58385.74,POS
785,1771,2024-03-12,Deposit,26264.4,NEFT
786,175,2024-09-01,Deposit,95734.27,NEFT
787,1365,2024-11-08,Withdrawal,42728.29,POS
788,1195,2024-01-16,Deposit,50251.98,POS
789,1810,2024-03-18,Deposit,21634.71,Online Transfer
790,385,2024-11-17,Withdrawal,57565.04,UPI
791,588,2024-06-03,Deposit,54922.82,NEFT
792,900,2023-03-08,Withdrawal,40517.67,POS
793,95,2023-08-28,Deposit,52654.1,POS
794,1193,2024-01-07,Deposit,8330.21,NEFT
795,1000,2025-04-03,Deposit,97461.42,ATM
796,872,2024-10-26,Deposit,82617.29,Online Transfer
797,395,2024-05-27,Withdrawal,93088.04,Online Transfer
798,1665,2025-06-13,Withdrawal,75601.96,Online Transfer
799,555,2023-06-24,Withdrawal,42845.66,Cash Deposit
800,820,2024-03-25,Withdrawal,19066.13,IMPS
801,1389,2024-12-12,Withdrawal,86243.32,UPI
802,1532,2025-01-02,Deposit,38928.53,Online Transfer
803,1022,2024-03-17,Withdrawal,74580.22,POS
804,806,2023-02-19,Deposit,54950.8,UPI
805,567,2024-09-18,Withdrawal,55309.72,NEFT
806,555,2023-08-02,Withdrawal,57528.68,Online Transfer
807,320,2023-02-01,Withdrawal,93595.3,UPI
808,456,2023-02-15,Deposit,78600.8,IMPS
809,305,2024-01-26,Deposit,92767.24,UPI
810,642,2023-05-30,Deposit,70674.89,NEFT
811,846,2025-03-31,Withdrawal,98067.57,UPI
812,343,2025-03-08,Deposit,15572.91,IMPS
813,1102,2023-12-15,Deposit,46090.5,Online Transfer
814,179,2023-06-09,Deposit,34749.02,POS
815,820,2024-10-23,Deposit,68894.9,UPI
816,1804,2024-03-14,Deposit,23275.85,NEFT
817,623,2024-08-31,Withdrawal,76803.84,IMPS
818,1780,2024-05-29,Deposit,32997.07,Cash Deposit
819,1823,2024-04-02,Deposit,67893.97,Cash Deposit
820,626,2024-08-16,Withdrawal,2527.23,NEFT
821,1468,2023-04-14,Deposit,8435.92,UPI
822,1283,2024-12-25,Deposit,97523.45,UPI
823,724,2025-01-24,Deposit,16544.39,POS
824,1886,2025-03-20,Deposit,21286.6,UPI
825,1774,2024-05-10,Deposit,40874.7,ATM
826,1028,2024-02-04,Withdrawal,85701.73,IMPS
827,806,2023-08-06,Deposit,9294.38,Cash Deposit
828,1003,2023-06-04,Withdrawal,14187.47,UPI
829,497,2024-01-25,Withdrawal,10012.09,UPI
830,1352,2023-04-20,Deposit,49782.45,IMPS
831,1796,2025-03-19,Withdrawal,241.54,ATM
832,147,2024-03-31,Deposit,68294.59,NEFT
833,1251,2024-07-29,Deposit,90599.49,Online Transfer
834,971,2024-11-03,Withdrawal,98254.62,Cash Deposit
835,1552,2025-05-15,Withdrawal,92286.97,Online Transfer
836,403,2024-06-22,Withdrawal,39558.63,POS
837,1887,2023-02-26,Withdrawal,74424.13,UPI
838,1587,2025-03-20,Withdrawal,88795.64,IMPS
839,1370,2023-05-18,Deposit,61951.04,Cash Deposit
840,524,2025-02-19,Withdrawal,36589.01,NEFT
841,543,2024-04-23,Withdrawal,77205.45,UPI
842,1103,2024-08-22,Withdrawal,74048.2,ATM
843,1326,2023-05-09,Withdrawal,16376.77,POS
844,903,2023-01-21,Deposit,57420.62,NEFT
845,839,2024-09-28,Withdrawal,36110.5,IMPS
846,195,2023-02-19,Withdrawal,51222.55,POS
847,86,2024-10-16,Deposit,9412.42,POS
848,202,2023-09-24,Withdrawal,68338.32,Cash Deposit
849,788,2024-11-07,Deposit,54578.2,IMPS
850,1410,2023-03-18,Withdrawal,69918.69,UPI
851,181,2024-02-22,Withdrawal,43090.69,Cash Deposit
852,161,2023-12-24,Deposit,32941.57,POS
853,590,2023-08-21,Deposit,42720.67,ATM
854,704,2023-11-06,Withdrawal,66032.72,Online Transfer
855,1656,2025-06-08,Withdrawal,83925.13,Cash Deposit
856,1085,2024-02-11,Withdrawal,25840.34,NEFT
857,1470,2023-05-16,Withdrawal,86143.88,UPI
858,837,2024-04-20,Deposit,11482.68,Cash Deposit
859,914,2024-12-17,Withdrawal,41394.36,ATM
860,1551,2023-11-22,Withdrawal,63088.92,UPI
861,547,2025-05-26,Deposit,9008.32,IMPS
862,1668,2025-02-20,Withdrawal,53959.35,POS
863,1293,2025-05-14,Deposit,65591.68,Cash Deposit
864,219,2023-04-02,Withdrawal,86598.43,UPI
865,1542,2024-08-25,Deposit,67731.5,Online Transfer
866,1916,2023-05-23,Withdrawal,48666.57,UPI
867,436,2024-01-30,Withdrawal,30972.74,POS
868,179,2024-07-11,Deposit,24947.63,ATM
869,1012,2024-02-04,Withdrawal,44306.93,IMPS
870,363,2023-02-27,Withdrawal,56894.76,Online Transfer
871,1687,2024-06-21,Withdrawal,77540.88,ATM
872,470,2023-10-09,Deposit,55950.92,Cash Deposit
873,253,2024-01-26,Deposit,94817.64,Cash Deposit
874,1582,2023-05-20,Withdrawal,58872.35,POS
875,1910,2024-07-30,Deposit,29157.86,POS
876,1500,2025-01-31,Withdrawal,39054.51,ATM
877,1078,2024-04-23,Deposit,93750.99,NEFT
878,1340,2024-01-06,Withdrawal,40245.03,IMPS
879,372,2024-01-25,Withdrawal,82932.99,Cash Deposit
880,1715,2023-04-25,Deposit,98327.94,UPI
881,983,2024-04-14,Deposit,57961.68,Online Transfer
882,1252,2023-07-29,Withdrawal,59107.81,Online Transfer
883,1061,2025-01-31,Withdrawal,48787.79,Online Transfer
884,1059,2025-05-30,Deposit,84407.22,POS
885,1907,2023-02-01,Deposit,38074.86,Online Transfer
886,1489,2025-02-23,Withdrawal,41004.01,POS
887,122,2024-01-16,Deposit,52949.54,NEFT
888,1130,2023-09-14,Withdrawal,48919.41,Cash Deposit
889,1963,2024-05-14,Withdrawal,46599.98,UPI
890,364,2023-03-17,Deposit,12524.7,NEFT
891,419,2024-05-04,Deposit,53294.7,Cash Deposit
892,1832,2023-08-25,Deposit,64065.66,Online Transfer
893,1590,2025-06-17,Deposit,57840.69,POS
894,412,2023-10-31,Withdrawal,44245.99,POS
895,1338,2023-09-05,Withdrawal,76255.24,NEFT
896,1570,2023-07-04,Deposit,31144.92,NEFT
897,1979,2025-03-06,Withdrawal,54474.09,ATM
898,24,2024-12-28,Deposit,30060.0,NEFT
899,1545,2023-08-10,Deposit,53727.96,IMPS
900,1909,2024-06-10,Withdrawal,83117.05,Cash Deposit
901,1155,2023-11-07,Withdrawal,91777.04,POS
902,484,2023-12-26,Deposit,64590.22,ATM
903,1681,2025-01-21,Deposit,55131.86,UPI
904,741,2023-07-26,Withdrawal,8101.22,NEFT
905,1541,2025-04-05,Deposit,45902.98,NEFT
906,1439,2024-05-28,Withdrawal,83163.45,ATM
907,1294,2023-02-05,Withdrawal,96427.61,IMPS
908,1255,2025-02-28,Deposit,19151.38,Online Transfer
909,10,2025-05-12,Withdrawal,41129.02,NEFT
910,936,2023-04-22,Deposit,52100.01,POS
911,1952,2025-03-28,Withdrawal,36533.11,Cash Deposit
912,513,2024-04-06,Withdrawal,41530.9,ATM
913,1302,2024-10-19,Withdrawal,59092.85,UPI
914,1617,2024-08-25,Deposit,56741.17,ATM
915,244,2024-06-01,Withdrawal,94492.98,Online Transfer
916,1374,2023-04-28,Withdrawal,77853.0,POS
917,235,2024-10-18,Withdrawal,47725.01,NEFT
918,680,2024-07-15,Withdrawal,58482.24,ATM
919,1845,2024-06-19,Withdrawal,66504.21,Cash Deposit
920,1339,2025-05-13,Deposit,4920.61,UPI
921,1114,2025-03-09,Withdrawal,5047.56,ATM
922,503,2023-04-18,Withdrawal,14299.49,UPI
923,1943,2025-01-31,Withdrawal,57209.33,POS
924,624,2024-04-03,Withdrawal,26799.34,ATM
925,450,2024-10-06,Withdrawal,58646.65,ATM
926,610,2023-02-15,Withdrawal,37786.87,IMPS
927,1740,2024-03-08,Withdrawal,21956.22,IMPS
928,1706,2023-12-27,Withdrawal,88532.22,POS
929,62,2023-06-27,Withdrawal,6271.86,NEFT
930,1777,2023-08-13,Withdrawal,91562.76,ATM
931,1465,2023-05-05,Withdrawal,97761.54,UPI
932,331,2025-03-07,Withdrawal,91328.96,ATM
933,1196,2024-08-26,Deposit,13206.83,Cash Deposit
934,808,2024-04-15,Deposit,82186.29,NEFT
935,1307,2023-01-30,Deposit,74833.0,POS
936,912,2025-05-22,Withdrawal,23178.49,UPI
937,1652,2025-03-01,Deposit,4208.77,NEFT
938,213,2024-02-04,Deposit,53578.54,UPI
939,1907,2023-02-26,Deposit,14540.17,IMPS
940,1316,2024-03-18,Deposit,80155.85,ATM
941,161,2024-06-23,Deposit,49834.89,ATM
942,224,2024-05-29,Deposit,45243.33,POS
943,1438,2024-10-21,Withdrawal,2994.78,UPI
944,612,2023-09-03,Withdrawal,93465.94,NEFT
945,1482,2024-02-29,Withdrawal,58662.5,NEFT
946,818,2024-09-21,Deposit,77625.68,NEFT
947,1012,2023-02-07,Withdrawal,66301.57,Cash Deposit
948,356,2024-02-15,Deposit,75677.14,Online Transfer
949,822,2024-09-05,Withdrawal,70239.87,NEFT
950,1909,2024-11-18,Deposit,47992.95,ATM
951,1511,2023-10-02,Deposit,35630.16,POS
952,164,2024-09-29,Deposit,71625.48,ATM
953,1335,2023-05-09,Deposit,48041.19,IMPS
954,1882,2024-02-12,Deposit,40461.15,IMPS
955,1633,2025-04-21,Deposit,70288.94,IMPS
956,1479,2025-05-30,Deposit,95494.04,POS
957,1636,2025-01-14,Withdrawal,74721.71,UPI
958,1917,2024-05-05,Deposit,91856.38,NEFT
959,1527,2025-05-15,Deposit,9827.2,Online Transfer
960,1048,2024-06-07,Deposit,44361.54,ATM
961,1525,2023-11-09,Deposit,87301.19,ATM
962,649,2023-08-07,Withdrawal,54215.27,UPI
963,779,2024-11-10,Deposit,1583.59,Cash Deposit
964,267,2023-02-22,Withdrawal,40299.43,NEFT
965,1409,2023-05-30,Deposit,61956.28,Online Transfer
966,476,2024-03-24,Withdrawal,59976.53,NEFT
967,1427,2023-01-13,Deposit,40069.33,ATM
968,972,2024-08-20,Withdrawal,58284.27,Cash Deposit
969,616,2024-05-20,Withdrawal,23368.25,ATM
970,1377,2025-04-30,Deposit,93875.18,IMPS
971,1275,2025-03-07,Deposit,3243.06,Online Transfer
972,1033,2023-07-15,Deposit,52130.89,NEFT
973,1152,2023-01-08,Deposit,43150.38,UPI
974,1101,2025-04-18,Withdrawal,39894.25,NEFT
975,1072,2023-11-29,Deposit,30784.82,ATM
976,1656,2024-10-30,Withdrawal,29558.37,IMPS
977,916,2023-05-24,Withdrawal,41370.22,Cash Deposit
978,1591,2023-01-17,Deposit,87890.58,UPI
979,966,2024-05-17,Withdrawal,28683.54,UPI
980,482,2024-09-17,Deposit,56027.68,ATM
981,485,2023-04-09,Deposit,67619.34,POS
982,1301,2025-02-05,Withdrawal,5931.2,ATM
983,402,2024-03-15,Withdrawal,45204.84,POS
984,141,2023-06-20,Withdrawal,67807.85,Cash Deposit
985,558,2024-09-08,Withdrawal,97564.11,ATM
986,759,2025-03-28,Withdrawal,86206.42,ATM
987,1074,2024-08-05,Deposit,5866.98,UPI
988,1721,2023-05-28,Withdrawal,8633.86,IMPS
989,1440,2024-09-05,Withdrawal,22527.64,IMPS
990,1517,2023-06-26,Withdrawal,81987.32,UPI
991,1848,2023-11-23,Deposit,77282.06,Online Transfer
992,1852,2024-10-26,Deposit,88771.07,Online Transfer
993,282,2025-02-23,Withdrawal,9193.92,Online Transfer
994,1041,2023-12-08,Withdrawal,3139.73,ATM
995,822,2024-04-08,Withdrawal,34110.37,UPI
996,1383,2025-03-31,Withdrawal,50035.16,UPI
997,33,2023-08-16,Deposit,25669.29,Online Transfer
998,851,2023-01-16,Withdrawal,75339.72,Online Transfer
999,224,2023-11-17,Deposit,35804.12,ATM
1000,1816,2023-08-21,Withdrawal,99389.65,IMPS
1001,566,2024-03-17,Withdrawal,23951.31,UPI
1002,575,2025-01-13,Deposit,54755.18,UPI
1003,1415,2024-06-25,Deposit,39820.3,Cash Deposit
1004,1337,2023-01-07,Withdrawal,90021.87,Online Transfer
